"","week","category_id","year","total_sales","avg_sales"
"7665","12",95715,2017,18,21
"7666","12",95716,2017,1754,1562
"7667","12",95716,2016,1370,1562
"7668","12",95717,2017,2335,2329.5
"7669","12",95717,2016,2324,2329.5
"7670","12",95718,2017,417,372.5
"7671","12",95718,2016,328,372.5
"7672","12",95719,2016,4234,4746
"7673","12",95719,2017,5258,4746
"7674","12",95720,2017,198,225.5
"7675","12",95720,2016,253,225.5
"7676","12",95721,2017,1969,1858
"7677","12",95721,2016,1747,1858
"7678","12",95722,2017,73,45.5
"7679","12",95722,2016,18,45.5
"7680","12",95723,2017,29,35.5
"7681","12",95723,2016,42,35.5
"7682","12",95724,2017,131,153
"7683","12",95724,2016,175,153
"7684","12",95725,2017,112,103.5
"7685","12",95725,2016,95,103.5
"7686","12",95726,2016,17,28.5
"7687","12",95726,2017,40,28.5
"7688","12",95727,2016,173,125.5
"7689","12",95727,2017,78,125.5
"7690","12",95728,2016,9,14.5
"7691","12",95728,2017,20,14.5
"7692","12",95729,2017,168,155.5
"7693","12",95729,2016,143,155.5
"7694","12",95730,2017,559,425
"7695","12",95730,2016,291,425
"7696","12",95731,2017,917,754.5
"7697","12",95731,2016,592,754.5
"7698","12",95732,2017,982,825.5
"7699","12",95732,2016,669,825.5
"7700","12",95733,2017,79,69
"7701","12",95733,2016,59,69
"7702","12",95734,2017,32,30.5
"7703","12",95734,2016,29,30.5
"7704","12",95735,2017,39,35
"7705","12",95735,2016,31,35
"7706","12",95736,2017,63,53
"7707","12",95736,2016,43,53
"7708","12",95737,2017,1159,1006
"7709","12",95737,2016,853,1006
"7710","12",95739,2016,41,59.5
"7711","12",95739,2017,78,59.5
"7712","12",95740,2017,215,191.5
"7713","12",95740,2016,168,191.5
"7714","12",95741,2017,461,355.5
"7715","12",95741,2016,250,355.5
"7716","12",95742,2017,1743,1429.5
"7717","12",95742,2016,1116,1429.5
"7718","12",95743,2017,753,693.5
"7719","12",95743,2016,634,693.5
"7720","12",95744,2016,17,21.5
"7721","12",95744,2017,26,21.5
"7722","12",95746,2017,1586,1085
"7723","12",95746,2016,584,1085
"7724","12",95747,2017,735,630.5
"7725","12",95747,2016,526,630.5
"7726","12",95748,2016,11,13.5
"7727","12",95748,2017,16,13.5
"7728","12",95749,2016,8,5
"7729","12",95749,2017,2,5
"7730","12",95750,2017,28,28.5
"7731","12",95750,2016,29,28.5
"7732","12",95752,2016,18,20
"7733","12",95752,2017,22,20
"7734","12",95753,2017,5,4.5
"7735","12",95753,2016,4,4.5
"7736","12",95754,2017,4,6
"7737","12",95754,2016,8,6
"7738","12",95755,2016,119,115.5
"7739","12",95755,2017,112,115.5
"7740","12",95756,2017,138,162.5
"7741","12",95756,2016,187,162.5
"7742","12",95757,2017,124,77.5
"7743","12",95757,2016,31,77.5
"7744","12",95758,2017,413,383
"7745","12",95758,2016,353,383
"7746","12",95759,2017,60,31.5
"7747","12",95759,2016,3,31.5
"7748","12",95760,2017,10,6
"7749","12",95760,2016,2,6
"7750","12",95761,2016,35,38.5
"7751","12",95761,2017,42,38.5
"7752","12",95762,2016,216,245
"7753","12",95762,2017,274,245
"7754","12",95763,2017,123,122
"7755","12",95763,2016,121,122
"7756","12",95764,2017,479,458.5
"7757","12",95764,2016,438,458.5
"7758","12",95765,2017,35,27.5
"7759","12",95765,2016,20,27.5
"7760","12",95767,2017,7,5
"7761","12",95767,2016,3,5
"7762","12",95769,2016,30,36
"7763","12",95769,2017,42,36
"7764","12",95770,2017,3,2.5
"7765","12",95770,2016,2,2.5
"7766","12",95771,2016,22,20
"7767","12",95771,2017,18,20
"7768","12",95774,2017,137,138
"7769","12",95774,2016,139,138
"7770","12",95775,2017,84,68.5
"7771","12",95775,2016,53,68.5
"7772","12",95776,2017,141,178
"7773","12",95776,2016,215,178
"7774","12",95777,2016,17,19
"7775","12",95777,2017,21,19
"7776","12",95778,2017,593,494.5
"7777","12",95778,2016,396,494.5
"7778","12",95779,2017,808,757
"7779","12",95779,2016,706,757
"7780","12",95780,2017,142,129
"7781","12",95780,2016,116,129
"7782","12",95781,2017,1644,1462
"7783","12",95781,2016,1280,1462
"7784","12",95782,2017,298,248
"7785","12",95782,2016,198,248
"7786","12",95783,2017,38,27
"7787","12",95783,2016,16,27
"7788","12",95784,2017,35,36
"7789","12",95784,2016,37,36
"7790","12",95785,2017,100,88
"7791","12",95785,2016,76,88
"7792","12",95786,2017,935,798
"7793","12",95786,2016,661,798
"7794","12",95787,2017,188,173
"7795","12",95787,2016,158,173
"7796","12",95788,2017,1167,985.5
"7797","12",95788,2016,804,985.5
"7798","12",95789,2017,16,22.5
"7799","12",95789,2016,29,22.5
"7800","12",95790,2016,45,34.5
"7801","12",95790,2017,24,34.5
"7802","12",95791,2017,227,212
"7803","12",95791,2016,197,212
"7804","12",95792,2017,141,101.5
"7805","12",95792,2016,62,101.5
"7806","12",95793,2017,148,166.5
"7807","12",95793,2016,185,166.5
"7808","12",95794,2016,231,157
"7809","12",95794,2017,83,157
"7810","12",95795,2017,704,874.5
"7811","12",95795,2016,1045,874.5
"7812","12",95797,2017,6769,6260.5
"7813","12",95797,2016,5752,6260.5
"7814","12",95798,2017,2874,2663.5
"7815","12",95798,2016,2453,2663.5
"7816","12",95799,2017,1341,843.5
"7817","12",95799,2016,346,843.5
"7818","12",95800,2017,6752,5918
"7819","12",95800,2016,5084,5918
"7820","12",95801,2017,8062,7151
"7821","12",95801,2016,6240,7151
"7822","12",95802,2017,306,290.5
"7823","12",95802,2016,275,290.5
"7824","12",95803,2017,10579,8049
"7825","12",95803,2016,5519,8049
"7826","12",95804,2017,307,334.5
"7827","12",95804,2016,362,334.5
"7828","12",95805,2017,1210,1017
"7829","12",95805,2016,824,1017
"7830","12",95806,2017,2493,2809
"7831","12",95806,2016,3125,2809
"7832","12",95807,2017,2280,2939.5
"7833","12",95807,2016,3599,2939.5
"7834","12",95808,2017,334,283.5
"7835","12",95808,2016,233,283.5
"7836","12",95809,2017,18487,16346
"7837","12",95809,2016,14205,16346
"7838","12",95811,2017,2729,2843
"7839","12",95811,2016,2957,2843
"7840","12",95815,2017,2135,1838
"7841","12",95815,2016,1541,1838
"7842","12",95816,2017,1224,801
"7843","12",95816,2016,378,801
"7844","12",95818,2017,425,377
"7845","12",95818,2016,329,377
"7846","12",95820,2017,632,732.5
"7847","12",95820,2016,833,732.5
"7848","12",95821,2017,791,949
"7849","12",95821,2016,1107,949
"7850","12",95823,2016,1863,2321
"7851","12",95823,2017,2779,2321
"7852","12",95828,2017,134,165
"7853","12",95828,2016,196,165
"7854","12",95830,2017,247,200
"7855","12",95830,2016,153,200
"7856","12",95831,2016,7261,7127
"7857","12",95831,2017,6993,7127
"7858","12",95832,2017,65,49.5
"7859","12",95832,2016,34,49.5
"7860","12",95833,2016,251,169
"7861","12",95833,2017,87,169
"7862","12",95834,2017,1502,1344
"7863","12",95834,2016,1186,1344
"7864","12",95835,2017,823,843.5
"7865","12",95835,2016,864,843.5
"7866","12",95852,2017,2642,2388
"7867","12",95852,2016,2134,2388
"7868","12",95853,2017,3400,2582.5
"7869","12",95853,2016,1765,2582.5
"7870","12",95854,2017,13920,12768
"7871","12",95854,2016,11616,12768
"7872","12",95855,2017,2547,1983
"7873","12",95855,2016,1419,1983
"7874","12",95856,2017,3760,3883.5
"7875","12",95856,2016,4007,3883.5
"7876","12",95857,2017,10566,9240.5
"7877","12",95857,2016,7915,9240.5
"7878","12",95858,2016,7412,7816.5
"7879","12",95858,2017,8221,7816.5
"7880","12",95859,2017,3504,4046.5
"7881","12",95859,2016,4589,4046.5
"7882","12",95860,2017,12028,10543.5
"7883","12",95860,2016,9059,10543.5
"7884","12",95862,2017,899,925
"7885","12",95862,2016,951,925
"7886","12",95863,2017,755,795
"7887","12",95863,2016,835,795
"7888","12",95864,2017,405,347.5
"7889","12",95864,2016,290,347.5
"7890","12",95865,2017,3095,2580
"7891","12",95865,2016,2065,2580
"7892","12",95866,2016,88,89
"7893","12",95866,2017,90,89
"7894","12",95867,2016,1417,1434.5
"7895","12",95867,2017,1452,1434.5
"7896","12",95868,2016,13,16.5
"7897","12",95868,2017,20,16.5
"7898","12",95869,2017,306,330
"7899","12",95869,2016,354,330
"7900","12",95870,2017,1622,1437
"7901","12",95870,2016,1252,1437
"7902","12",95872,2017,399,380.5
"7903","12",95872,2016,362,380.5
"7904","12",95873,2017,400,450.5
"7905","12",95873,2016,501,450.5
"7906","12",95874,2017,288,446
"7907","12",95874,2016,604,446
"7908","12",95875,2017,142,165.5
"7909","12",95875,2016,189,165.5
"7910","12",95876,2017,729,825
"7911","12",95876,2016,921,825
"7912","12",95877,2017,155,143.5
"7913","12",95877,2016,132,143.5
"7914","12",95887,2017,3,2
"7915","12",95887,2016,1,2
"7916","12",95895,2016,147,107.5
"7917","12",95895,2017,68,107.5
"7918","12",95901,2017,1362,1220.5
"7919","12",95901,2016,1079,1220.5
"7920","12",95902,2017,887,936.5
"7921","12",95902,2016,986,936.5
"7922","12",95903,2017,283,359.5
"7923","12",95903,2016,436,359.5
"7924","12",95904,2017,2999,3170.5
"7925","12",95904,2016,3342,3170.5
"7926","12",95907,2017,586,655.5
"7927","12",95907,2016,725,655.5
"7928","12",95908,2017,885,880.5
"7929","12",95908,2016,876,880.5
"7930","12",95909,2017,35,29.5
"7931","12",95909,2016,24,29.5
"7932","12",95912,2016,21,16.5
"7933","12",95912,2017,12,16.5
"7934","12",95914,2016,79,71.5
"7935","12",95914,2017,64,71.5
"7936","12",95917,2016,7,11
"7937","12",95917,2017,15,11
"7938","12",95921,2017,29,23
"7939","12",95921,2016,17,23
"7940","12",95922,2017,76,76
"7941","12",95923,2017,138,138
"7942","12",95925,2017,20,20
"7943","12",95926,2016,157,168.5
"7944","12",95926,2017,180,168.5
"7945","12",95927,2017,677,407
"7946","12",95927,2016,137,407
"7947","12",95928,2016,242,328
"7948","12",95928,2017,414,328
"7949","12",95929,2016,3,4
"7950","12",95929,2017,5,4
"7951","12",95930,2017,569,532
"7952","12",95930,2016,495,532
"7953","12",95935,2017,21,61
"7954","12",95935,2016,101,61
"7955","12",95936,2017,263,271
"7956","12",95936,2016,279,271
"7957","12",95946,2017,72,56.5
"7958","12",95946,2016,41,56.5
"7959","12",95952,2017,80,65
"7960","12",95952,2016,50,65
"7961","12",95954,2017,729,784.5
"7962","12",95954,2016,840,784.5
"7963","12",95963,2017,12285,9346.5
"7964","12",95963,2016,6408,9346.5
"7965","12",95964,2017,125,125
"7966","12",95964,2016,125,125
"7967","12",95965,2017,67,87.5
"7968","12",95965,2016,108,87.5
"7969","12",95966,2017,324,873
"7970","12",95966,2016,1422,873
"7971","12",95967,2017,2217,1747.5
"7972","12",95967,2016,1278,1747.5
"7973","12",95968,2017,2857,2722.5
"7974","12",95968,2016,2588,2722.5
"7975","12",95969,2016,469,374
"7976","12",95969,2017,279,374
"7977","12",95973,2017,61,133.5
"7978","12",95973,2016,206,133.5
"7979","12",95974,2017,232,228
"7980","12",95974,2016,224,228
"7981","12",95984,2017,1114,967.5
"7982","12",95984,2016,821,967.5
"7983","12",95985,2017,3843,3878.5
"7984","12",95985,2016,3914,3878.5
"7985","12",95986,2017,177,499.5
"7986","12",95986,2016,822,499.5
"7987","12",95988,2017,2823,2000.5
"7988","12",95988,2016,1178,2000.5
"7989","12",95989,2017,309,344
"7990","12",95989,2016,379,344
"7991","12",95990,2017,6,6
"7992","12",95991,2017,9689,8478.5
"7993","12",95991,2016,7268,8478.5
"7994","12",95992,2017,2290,1810.5
"7995","12",95992,2016,1331,1810.5
"7996","12",95993,2017,418,275.5
"7997","12",95993,2016,133,275.5
"7998","12",95994,2017,3412,6543
"7999","12",95994,2016,9674,6543
"8000","12",95995,2017,20,91
"8001","12",95995,2016,162,91
"8002","12",95996,2017,100,147.5
"8003","12",95996,2016,195,147.5
"8004","12",95997,2017,1228,992
"8005","12",95997,2016,756,992
"8006","12",95998,2017,2370,2344
"8007","12",95998,2016,2318,2344
"8008","12",95999,2016,595,825.5
"8009","12",95999,2017,1056,825.5
"8010","12",96000,2016,1934,1621.5
"8011","12",96000,2017,1309,1621.5
"8012","12",96001,2017,553,640
"8013","12",96001,2016,727,640
"8014","12",96002,2017,822,848.5
"8015","12",96002,2016,875,848.5
"8016","12",96003,2017,359,437
"8017","12",96003,2016,515,437
"8018","12",96004,2017,657,893
"8019","12",96004,2016,1129,893
"8020","12",96005,2017,85,80.5
"8021","12",96005,2016,76,80.5
"8022","12",96006,2017,2087,1550
"8023","12",96006,2016,1013,1550
"8024","12",96007,2016,521,546
"8025","12",96007,2017,571,546
"8026","12",96008,2016,1041,1112.5
"8027","12",96008,2017,1184,1112.5
"8028","12",96009,2017,1257,1281
"8029","12",96009,2016,1305,1281
"8030","12",96010,2017,2037,1981
"8031","12",96010,2016,1925,1981
"8032","12",96011,2017,633,464.5
"8033","12",96011,2016,296,464.5
"8034","12",96012,2017,276,252
"8035","12",96012,2016,228,252
"8036","12",96013,2017,7790,6765
"8037","12",96013,2016,5740,6765
"8038","12",96014,2017,2856,2447.5
"8039","12",96014,2016,2039,2447.5
"8040","12",96015,2017,2529,2390
"8041","12",96015,2016,2251,2390
"8042","12",96016,2017,262,213.5
"8043","12",96016,2016,165,213.5
"8044","12",96017,2017,6576,5650
"8045","12",96017,2016,4724,5650
"8046","12",96018,2017,950,710
"8047","12",96018,2016,470,710
"8048","12",96019,2016,496,430
"8049","12",96019,2017,364,430
"8050","12",96020,2017,651,656
"8051","12",96020,2016,661,656
"8052","12",96021,2017,2697,2222
"8053","12",96021,2016,1747,2222
"8054","12",96022,2017,1175,1218
"8055","12",96022,2016,1261,1218
"8056","12",96023,2017,1003,1001
"8057","12",96023,2016,999,1001
"8058","12",96024,2017,174,181
"8059","12",96024,2016,188,181
"8060","12",96025,2017,1329,1075.5
"8061","12",96025,2016,822,1075.5
"8062","12",96026,2017,3149,2729.5
"8063","12",96026,2016,2310,2729.5
"8064","12",96027,2017,3879,3055
"8065","12",96027,2016,2231,3055
"8066","12",96028,2017,292,212
"8067","12",96028,2016,132,212
"8068","12",96029,2017,1532,1313.5
"8069","12",96029,2016,1095,1313.5
"8070","12",96030,2017,2266,2382.5
"8071","12",96030,2016,2499,2382.5
"8072","12",96033,2017,2654,2695.5
"8073","12",96033,2016,2737,2695.5
"8074","12",96034,2017,4610,4391.5
"8075","12",96034,2016,4173,4391.5
"8076","12",96035,2017,4377,3331.5
"8077","12",96035,2016,2286,3331.5
"8078","12",96036,2017,1785,1878.5
"8079","12",96036,2016,1972,1878.5
"8080","13",95052,2017,1680,1444
"8081","13",95052,2016,1208,1444
"8082","13",95056,2017,260,182.5
"8083","13",95056,2016,105,182.5
"8084","13",95061,2016,9,10.5
"8085","13",95061,2017,12,10.5
"8086","13",95062,2016,1357,1272
"8087","13",95062,2017,1187,1272
"8088","13",95063,2017,50,51
"8089","13",95063,2016,52,51
"8090","13",95064,2017,3490,1814
"8091","13",95064,2016,138,1814
"8092","13",95065,2016,847,914
"8093","13",95065,2017,981,914
"8094","13",95067,2017,230,253
"8095","13",95067,2016,276,253
"8096","13",95070,2017,275,246
"8097","13",95070,2016,217,246
"8098","13",95071,2017,6567,5697
"8099","13",95071,2016,4827,5697
"8100","13",95072,2017,22249,20867
"8101","13",95072,2016,19485,20867
"8102","13",95073,2017,11256,10696.5
"8103","13",95073,2016,10137,10696.5
"8104","13",95075,2016,66,83
"8105","13",95075,2017,100,83
"8106","13",95076,2017,512,426
"8107","13",95076,2016,340,426
"8108","13",95083,2017,29,30
"8109","13",95083,2016,31,30
"8110","13",95084,2017,26,24
"8111","13",95084,2016,22,24
"8112","13",95085,2017,31,26.5
"8113","13",95085,2016,22,26.5
"8114","13",95086,2017,1547,1499
"8115","13",95086,2016,1451,1499
"8116","13",95087,2017,519,818.5
"8117","13",95087,2016,1118,818.5
"8118","13",95088,2017,175,155
"8119","13",95088,2016,135,155
"8120","13",95089,2017,419,446
"8121","13",95089,2016,473,446
"8122","13",95090,2017,159,109.5
"8123","13",95090,2016,60,109.5
"8124","13",95091,2017,112,108.5
"8125","13",95091,2016,105,108.5
"8126","13",95176,2017,93,86
"8127","13",95176,2016,79,86
"8128","13",95183,2017,127,117
"8129","13",95183,2016,107,117
"8130","13",95184,2017,294,237.5
"8131","13",95184,2016,181,237.5
"8132","13",95191,2017,20,15.5
"8133","13",95191,2016,11,15.5
"8134","13",95192,2017,157,129.5
"8135","13",95192,2016,102,129.5
"8136","13",95198,2016,2,2
"8137","13",95199,2016,5,5
"8138","13",95200,2017,56,28.5
"8139","13",95200,2016,1,28.5
"8140","13",95201,2017,5,5
"8141","13",95226,2016,36,63
"8142","13",95226,2017,90,63
"8143","13",95237,2016,7,7
"8144","13",95238,2017,38,34.5
"8145","13",95238,2016,31,34.5
"8146","13",95249,2017,76,92
"8147","13",95249,2016,108,92
"8148","13",95250,2017,10,7
"8149","13",95250,2016,4,7
"8150","13",95252,2017,4,5
"8151","13",95252,2016,6,5
"8152","13",95253,2017,433,460
"8153","13",95253,2016,487,460
"8154","13",95254,2017,723,645.5
"8155","13",95254,2016,568,645.5
"8156","13",95256,2017,36,25.5
"8157","13",95256,2016,15,25.5
"8158","13",95260,2017,2,2
"8159","13",95267,2016,1,1
"8160","13",95288,2017,12,18
"8161","13",95288,2016,24,18
"8162","13",95302,2016,2,1.5
"8163","13",95302,2017,1,1.5
"8164","13",95314,2016,6,3.5
"8165","13",95314,2017,1,3.5
"8166","13",95384,2017,381,235.5
"8167","13",95384,2016,90,235.5
"8168","13",95385,2017,594,353
"8169","13",95385,2016,112,353
"8170","13",95387,2017,1245,628.5
"8171","13",95387,2016,12,628.5
"8172","13",95388,2017,333,180.5
"8173","13",95388,2016,28,180.5
"8174","13",95396,2016,35,36
"8175","13",95396,2017,37,36
"8176","13",95397,2017,1,1
"8177","13",95400,2016,748,850
"8178","13",95400,2017,952,850
"8179","13",95402,2017,3135,2822.5
"8180","13",95402,2016,2510,2822.5
"8181","13",95405,2017,984,953.5
"8182","13",95405,2016,923,953.5
"8183","13",95414,2017,13,15
"8184","13",95414,2016,17,15
"8185","13",95415,2016,1,1
"8186","13",95416,2016,4,2.5
"8187","13",95416,2017,1,2.5
"8188","13",95419,2016,5,5
"8189","13",95419,2017,5,5
"8190","13",95420,2016,6,6.5
"8191","13",95420,2017,7,6.5
"8192","13",95421,2016,2,3.5
"8193","13",95421,2017,5,3.5
"8194","13",95422,2017,10,7.5
"8195","13",95422,2016,5,7.5
"8196","13",95423,2017,19,15.5
"8197","13",95423,2016,12,15.5
"8198","13",95425,2017,2,2
"8199","13",95427,2017,1,1
"8200","13",95427,2016,1,1
"8201","13",95432,2016,4,6.5
"8202","13",95432,2017,9,6.5
"8203","13",95433,2016,39,48
"8204","13",95433,2017,57,48
"8205","13",95434,2016,5,8.5
"8206","13",95434,2017,12,8.5
"8207","13",95435,2016,39,53
"8208","13",95435,2017,67,53
"8209","13",95436,2016,38,47.5
"8210","13",95436,2017,57,47.5
"8211","13",95437,2017,170,150
"8212","13",95437,2016,130,150
"8213","13",95468,2017,37,34.5
"8214","13",95468,2016,32,34.5
"8215","13",95469,2017,124,117
"8216","13",95469,2016,110,117
"8217","13",95470,2017,460,502.5
"8218","13",95470,2016,545,502.5
"8219","13",95475,2017,289,246
"8220","13",95475,2016,203,246
"8221","13",95567,2017,23,16
"8222","13",95567,2016,9,16
"8223","13",95568,2017,40,31.5
"8224","13",95568,2016,23,31.5
"8225","13",95569,2017,23,29
"8226","13",95569,2016,35,29
"8227","13",95570,2017,63,68.5
"8228","13",95570,2016,74,68.5
"8229","13",95571,2017,2,1.5
"8230","13",95571,2016,1,1.5
"8231","13",95581,2016,3,3
"8232","13",95593,2017,520,487.5
"8233","13",95593,2016,455,487.5
"8234","13",95594,2017,1926,1778.5
"8235","13",95594,2016,1631,1778.5
"8236","13",95595,2017,7175,6441.5
"8237","13",95595,2016,5708,6441.5
"8238","13",95597,2017,7,7
"8239","13",95599,2016,38,26
"8240","13",95599,2017,14,26
"8241","13",95600,2017,5,5.5
"8242","13",95600,2016,6,5.5
"8243","13",95603,2017,447,486
"8244","13",95603,2016,525,486
"8245","13",95604,2017,10,14.5
"8246","13",95604,2016,19,14.5
"8247","13",95607,2017,13,14
"8248","13",95607,2016,15,14
"8249","13",95609,2017,6,5.5
"8250","13",95609,2016,5,5.5
"8251","13",95612,2017,23,18
"8252","13",95612,2016,13,18
"8253","13",95613,2016,10,16
"8254","13",95613,2017,22,16
"8255","13",95614,2016,1,1
"8256","13",95615,2016,51,48
"8257","13",95615,2017,45,48
"8258","13",95619,2017,2,5
"8259","13",95619,2016,8,5
"8260","13",95620,2017,32,31.5
"8261","13",95620,2016,31,31.5
"8262","13",95622,2017,35,64.5
"8263","13",95622,2016,94,64.5
"8264","13",95630,2016,16,16
"8265","13",95637,2016,4,3
"8266","13",95637,2017,2,3
"8267","13",95640,2016,389,355
"8268","13",95640,2017,321,355
"8269","13",95642,2017,1,1
"8270","13",95645,2016,45,43.5
"8271","13",95645,2017,42,43.5
"8272","13",95646,2017,8,4.5
"8273","13",95646,2016,1,4.5
"8274","13",95648,2016,5,4
"8275","13",95648,2017,3,4
"8276","13",95652,2017,6,8.5
"8277","13",95652,2016,11,8.5
"8278","13",95654,2016,15,13.5
"8279","13",95654,2017,12,13.5
"8280","13",95658,2017,27,21
"8281","13",95658,2016,15,21
"8282","13",95664,2016,4,4
"8283","13",95666,2017,1,5.5
"8284","13",95666,2016,10,5.5
"8285","13",95667,2017,7,8
"8286","13",95667,2016,9,8
"8287","13",95668,2016,1,1
"8288","13",95671,2016,27,23.5
"8289","13",95671,2017,20,23.5
"8290","13",95672,2017,45,28
"8291","13",95672,2016,11,28
"8292","13",95673,2017,24,21.5
"8293","13",95673,2016,19,21.5
"8294","13",95674,2017,124,136.5
"8295","13",95674,2016,149,136.5
"8296","13",95675,2016,48,49.5
"8297","13",95675,2017,51,49.5
"8298","13",95676,2016,227,246
"8299","13",95676,2017,265,246
"8300","13",95677,2017,11893,10480
"8301","13",95677,2016,9067,10480
"8302","13",95678,2017,1571,1497.5
"8303","13",95678,2016,1424,1497.5
"8304","13",95679,2017,161,162.5
"8305","13",95679,2016,164,162.5
"8306","13",95680,2017,83,86
"8307","13",95680,2016,89,86
"8308","13",95681,2016,14,25.5
"8309","13",95681,2017,37,25.5
"8310","13",95682,2017,149,170.5
"8311","13",95682,2016,192,170.5
"8312","13",95684,2017,48,43
"8313","13",95684,2016,38,43
"8314","13",95685,2016,82,82
"8315","13",95685,2017,82,82
"8316","13",95686,2017,42,37.5
"8317","13",95686,2016,33,37.5
"8318","13",95688,2017,111,118.5
"8319","13",95688,2016,126,118.5
"8320","13",95689,2017,1,2
"8321","13",95689,2016,3,2
"8322","13",95691,2017,3,10
"8323","13",95691,2016,17,10
"8324","13",95692,2017,50,53
"8325","13",95692,2016,56,53
"8326","13",95693,2017,2,2
"8327","13",95694,2017,8,8
"8328","13",95695,2016,8,8
"8329","13",95699,2016,2,2
"8330","13",95700,2016,13,17
"8331","13",95700,2017,21,17
"8332","13",95703,2017,4,4
"8333","13",95703,2016,4,4
"8334","13",95705,2016,166,157
"8335","13",95705,2017,148,157
"8336","13",95706,2017,1,1
"8337","13",95706,2016,1,1
"8338","13",95707,2017,71,70
"8339","13",95707,2016,69,70
"8340","13",95708,2017,294,254
"8341","13",95708,2016,214,254
"8342","13",95709,2017,178,141
"8343","13",95709,2016,104,141
"8344","13",95710,2017,86,96.5
"8345","13",95710,2016,107,96.5
"8346","13",95713,2016,36,32.5
"8347","13",95713,2017,29,32.5
"8348","13",95714,2017,646,586
"8349","13",95714,2016,526,586
"8350","13",95715,2017,39,27.5
"8351","13",95715,2016,16,27.5
"8352","13",95716,2017,1589,1560
"8353","13",95716,2016,1531,1560
"8354","13",95717,2017,2765,2859.5
"8355","13",95717,2016,2954,2859.5
"8356","13",95718,2017,452,398
"8357","13",95718,2016,344,398
"8358","13",95719,2016,5415,5268.5
"8359","13",95719,2017,5122,5268.5
"8360","13",95720,2017,398,361.5
"8361","13",95720,2016,325,361.5
"8362","13",95721,2017,1971,2044
"8363","13",95721,2016,2117,2044
"8364","13",95722,2017,46,48
"8365","13",95722,2016,50,48
"8366","13",95723,2017,39,40
"8367","13",95723,2016,41,40
"8368","13",95724,2017,213,216
"8369","13",95724,2016,219,216
"8370","13",95725,2017,137,135.5
"8371","13",95725,2016,134,135.5
"8372","13",95726,2016,35,36.5
"8373","13",95726,2017,38,36.5
"8374","13",95727,2016,202,171.5
"8375","13",95727,2017,141,171.5
"8376","13",95728,2017,21,23.5
"8377","13",95728,2016,26,23.5
"8378","13",95729,2017,202,205
"8379","13",95729,2016,208,205
"8380","13",95730,2017,473,503
"8381","13",95730,2016,533,503
"8382","13",95731,2017,1120,1055.5
"8383","13",95731,2016,991,1055.5
"8384","13",95732,2017,1085,1102
"8385","13",95732,2016,1119,1102
"8386","13",95733,2017,48,58.5
"8387","13",95733,2016,69,58.5
"8388","13",95734,2017,30,29.5
"8389","13",95734,2016,29,29.5
"8390","13",95735,2017,39,69.5
"8391","13",95735,2016,100,69.5
"8392","13",95736,2017,95,76.5
"8393","13",95736,2016,58,76.5
"8394","13",95737,2017,923,896.5
"8395","13",95737,2016,870,896.5
"8396","13",95739,2016,56,67
"8397","13",95739,2017,78,67
"8398","13",95740,2017,151,160
"8399","13",95740,2016,169,160
"8400","13",95741,2017,396,408.5
"8401","13",95741,2016,421,408.5
"8402","13",95742,2017,1461,1422
"8403","13",95742,2016,1383,1422
"8404","13",95743,2017,857,802.5
"8405","13",95743,2016,748,802.5
"8406","13",95744,2016,26,31
"8407","13",95744,2017,36,31
"8408","13",95746,2017,990,926.5
"8409","13",95746,2016,863,926.5
"8410","13",95747,2017,1377,1272
"8411","13",95747,2016,1167,1272
"8412","13",95748,2017,40,32.5
"8413","13",95748,2016,25,32.5
"8414","13",95749,2016,7,5
"8415","13",95749,2017,3,5
"8416","13",95750,2017,69,55
"8417","13",95750,2016,41,55
"8418","13",95752,2016,25,22
"8419","13",95752,2017,19,22
"8420","13",95753,2016,2,3.5
"8421","13",95753,2017,5,3.5
"8422","13",95754,2016,3,3
"8423","13",95754,2017,3,3
"8424","13",95755,2016,148,136.5
"8425","13",95755,2017,125,136.5
"8426","13",95756,2017,206,177.5
"8427","13",95756,2016,149,177.5
"8428","13",95757,2017,52,47.5
"8429","13",95757,2016,43,47.5
"8430","13",95758,2017,412,381.5
"8431","13",95758,2016,351,381.5
"8432","13",95759,2017,44,27
"8433","13",95759,2016,10,27
"8434","13",95760,2017,11,11
"8435","13",95761,2017,64,53
"8436","13",95761,2016,42,53
"8437","13",95762,2016,234,265.5
"8438","13",95762,2017,297,265.5
"8439","13",95763,2017,130,131.5
"8440","13",95763,2016,133,131.5
"8441","13",95764,2017,681,587.5
"8442","13",95764,2016,494,587.5
"8443","13",95765,2017,21,23
"8444","13",95765,2016,25,23
"8445","13",95767,2017,3,4
"8446","13",95767,2016,5,4
"8447","13",95769,2016,29,34
"8448","13",95769,2017,39,34
"8449","13",95770,2017,4,2.5
"8450","13",95770,2016,1,2.5
"8451","13",95771,2017,24,20
"8452","13",95771,2016,16,20
"8453","13",95774,2017,257,251
"8454","13",95774,2016,245,251
"8455","13",95775,2017,81,75.5
"8456","13",95775,2016,70,75.5
"8457","13",95776,2017,364,307.5
"8458","13",95776,2016,251,307.5
"8459","13",95777,2017,90,54.5
"8460","13",95777,2016,19,54.5
"8461","13",95778,2017,477,516.5
"8462","13",95778,2016,556,516.5
"8463","13",95779,2017,1097,963
"8464","13",95779,2016,829,963
"8465","13",95780,2016,221,212
"8466","13",95780,2017,203,212
"8467","13",95781,2017,1467,1482
